"","CUST_ID","BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE","Monthly_Avg_PURCHASES","Monthly_CASH_ADVANCE","LIMIT_USAGE","MIN_PAYMENTS_RATIO"
"22","C10022",6369.531318,1,6359.95,5910.04,449.91,229.028245,1,0.916667,1,0.333333,6,92,11250,2077.959051,1659.775075,0,12,529.995833333333,57.2571185071185,0.5661805616,1.25195219659507
"23","C10023",132.34224,0.636364,815.9,0,815.9,0,1,0,1,0,0,17,1800,2359.629958,86.329554,0,12,67.9916666666667,NA,0.0735234666666667,27.3328176582495
"24","C10024",3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1,0.083333,0.916667,0.333333,13,13,9000,9479.043842,1425.426525,0,12,354.029166666667,1993.6059001059,0.422239041888889,6.64997014981182
"25","C10025",5368.571219,1,0,0,0,798.949863,0,0,0,0.363636,4,0,6000,1422.726707,1657.002877,0,11,NA,199.737665487665,0.894761869833333,0.858614506195574
"26","C10026",169.781679,1,399.6,0,399.6,0,1,0,1,0,0,12,3000,215.306142,163.005536,0,12,33.3,NA,0.056593893,1.32085171634907
"27","C10027",1615.96724,1,102,102,0,244.840485,0.166667,0.166667,0,0.25,5,2,1700,890.178845,971.183209,0,12,50.999898000204,81.613495,0.950568964705882,0.916592087621235
"28","C10028",125.694817,1,233.28,0,233.28,0,1,0,1,0,0,12,1000,207.773715,164.748819,0,12,19.44,NA,0.125694817,1.2611545033291
"29","C10029",7152.864372,1,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500,1601.448347,1648.851345,0,12,48.3812258093871,223.614615345846,0.681225178285714,0.97125089648394
"30","C10030",22.06349,1,100,0,100,0,0.416667,0,0.416667,0,0,5,6900,160.767773,159.684442,0,12,19.9999840000128,NA,0.00319760724637681,1.00678419880128
"31","C10031",12136.21996,1,3038.01,1013.2,2024.81,3183.583301,1,0.166667,1,0.5,10,64,13000,4230.323491,3292.01503,0,12,253.1675,530.597216833333,0.933555381538462,1.28502557019006
"32","C10032",1162.273324,1,1347.71,400,947.71,175.815755,1,0.083333,1,0.166667,2,45,6000,645.998299,256.848991,0,12,112.309166666667,87.9077016845966,0.193712220666667,2.51508988407901
"33","C10033",6732.823064,1,324.95,324.95,0,1189.533753,0.083333,0.083333,0,0.166667,3,3,10500,1720.118876,2506.745366,0,12,324.951299805199,594.765686968626,0.641221244190476,0.686196092882296
"34","C10034",125.660453,1,636.79,636.79,0,0,0.916667,0.916667,0,0,0,11,1200,423.449696,196.301885,0.3,12,57.8899789490986,NA,0.104717044166667,2.15713514926258
"35","C10035",3517.101616,0.727273,547.28,0,547.28,0,1,0,1,0,0,14,11000,8735.607835,17862.55831,0,12,45.6066666666667,NA,0.319736510545455,0.489045728131202
"36","C10036",1656.350781,1,0,0,0,99.264367,0,0,0,0.083333,1,0,1800,351.500199,634.569311,0,12,NA,99.2647640590562,0.920194878333333,0.553919316466913
"37","C10037",7427.076941,1,0,0,0,8873.375046,0,0,0,0.727273,11,0,9000,1636.361601,1986.843608,0,11,NA,1109.1714648107,0.825230771222222,0.823598593473191
"38","C10038",4047.480828,1,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000,1617.894416,1541.141605,0,12,264.505555555556,424.41564966565,0.8094961656,1.04980256892098
"39","C10039",6269.418144,1,204,204,0,2925.699862,0.083333,0.083333,0,0.333333,12,2,9000,1237.111661,2049.408839,0,12,204.000816003264,731.425696925697,0.696602016,0.603643176245713
"40","C10040",1411.60223,0.454545,963.24,963.24,0,6173.682877,0.083333,0.083333,0,0.333333,6,6,7500,20071.07544,719.948985,0.333333,12,963.243852975412,1543.42226267226,0.188213630666667,27.8784689723536
"41","C10041",663.44781,0.727273,0,0,0,3133.063934,0,0,0,0.25,3,0,1800,3067.05783,283.333445,0.166667,12,NA,1044.35464466667,0.368582116666667,10.8249057219489
"42","C10043",784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000,1262.309666,363.142736,0.111111,12,218.084410333949,729.473202333333,0.261629920666667,3.47607026345696
"43","C10044",4104.710798,1,203.82,203.82,0,0,0.083333,0.083333,0,0,0,1,4500,868.275275,1801.264841,0,12,203.820815283261,NA,0.912157955111111,0.482036430865971
"44","C10045",1360.742377,1,0,0,0,1481.587093,0,0,0,0.083333,1,0,1500,378.294227,321.354137,0,12,NA,1481.59301937208,0.907161584666667,1.17718797875628
"45","C10046",5315.945594,1,1525.44,469.8,1055.64,0,1,0.333333,1,0,0,20,8500,1430.341501,1318.71492,0,12,127.12,NA,0.625405364,1.08464800034264
"46","C10047",2242.311686,1,437,97,340,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400,0,NA,0,12,109.250109250109,92.3241613516773,0.934296535833333,NA
"47","C10048",474.447149,0.5,109.74,0,109.74,1013.659552,0.375,0,0.25,0.125,1,3,1700,176.013005,147.199792,0,8,36.58,1013.659552,0.279086558235294,1.19574221273356
"48","C10049",3910.111237,1,0,0,0,1980.873201,0,0,0,0.5,7,0,4200,0,NA,0,12,NA,330.1455335,0.930978865952381,NA
"49","C10050",229.867179,1,2390.6,1402.93,987.67,0,1,0.666667,1,0,0,87,3300,2543.953559,175.657825,0.916667,12,199.216666666667,NA,0.0696567209090909,14.4824379955746
"50","C10051",863.809833,1,507.5,507.5,0,695.097159,0.166667,0.166667,0,0.083333,2,3,4000,587.866451,286.448719,0.083333,12,253.749492501015,695.099939399758,0.21595245825,2.05225721746027
"51","C10052",4931.331857,1,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000,8113.297346,1012.415961,0,8,180.284,1218.66408771429,0.410944321416667,8.01379833836895
"52","C10053",1078.888565,1,3107.85,2221.74,886.11,0,0.666667,0.583333,0.5,0,0,18,2500,1399.82834,1322.446601,0,12,388.481055759472,NA,0.431555426,1.05851407455052
"53","C10054",1565.681099,1,0,0,0,321.359135,0,0,0,0.25,3,0,3500,691.825279,581.481917,0,12,NA,107.119711666667,0.447337456857143,1.18976232755317
"54","C10055",464.674156,0.888889,1979.22,1979.22,0,1981.265503,0.666667,0.666667,0,0.111111,1,11,3000,3110.052742,132.446091,0.2,9,329.869835065082,1981.26748426748,0.154891385333333,23.4816499189848
"55","C10056",6.660517,0.636364,310,0,310,0,0.666667,0,0.666667,0,0,8,1000,417.016763,NA,0,12,38.7499806250097,NA,0.006660517,NA
"56","C10057",1311.995984,1,1283.9,1283.9,0,0,0.25,0.25,0,0,0,6,6000,0,NA,0,12,427.966666666667,NA,0.218665997333333,NA
"57","C10058",3625.218146,1,313.27,313.27,0,668.468743,0.25,0.25,0,0.416667,5,4,4000,0,NA,0,12,104.423333333333,133.693641645087,0.9063045365,NA
"58","C10059",2386.330629,1,5217.62,4789.09,428.53,0,0.916667,0.916667,0.5,0,0,42,7500,5678.729613,1311.514878,0.083333,12,474.328918425848,NA,0.3181774172,4.32990102381439
"59","C10060",3971.138765,1,0,0,0,224.575517,0,0,0,0.181818,3,0,4000,764.938728,1600.212243,0,11,NA,112.287870787871,0.99278469125,0.478023294313716
"60","C10061",5493.90406,1,229,0,229,970.591332,0.416667,0,0.333333,0.333333,4,6,6000,2110.557023,1895.02617,0,12,45.7999633600293,242.648075648076,0.915650676666667,1.11373502720546
"61","C10062",1879.114033,0.727273,113,113,0,0,0.166667,0.166667,0,0,0,2,6500,3509.686561,548.105836,0,12,56.499887000226,NA,0.289094466615385,6.40330084170095
"62","C10063",1555.793701,1,66.2,66.2,0,0,0.083333,0.083333,0,0,0,1,1600,338.083661,837.215674,0,12,66.2002648010592,NA,0.972371063125,0.403819077328932
"63","C10064",809.582978,0.909091,0,0,0,3819.672466,0,0,0,0.545455,7,0,4150,4372.148648,241.645387,0.090909,11,NA,636.611547157044,0.195080235662651,18.0932427565853
"64","C10065",7.152356,0.090909,840,840,0,0,0.083333,0.083333,0,0,0,1,1600,0,NA,0,12,840.00336001344,NA,0.0044702225,NA
"65","C10067",1923.886805,1,1887.64,0,1887.64,1605.949371,1,0,1,0.083333,4,61,1850,3688.045998,3266.996777,0.083333,12,157.303333333333,1605.95579482318,1.03993881351351,1.12887959485122
"66","C10068",1758.059987,1,412.33,325.21,87.12,0,0.583333,0.333333,0.166667,0,0,11,1800,777.451648,897.905444,0,12,58.9043193738968,NA,0.976699992777778,0.865850244249104
"67","C10069",809.847455,0.875,0,0,0,908.423608,0,0,0,0.125,1,0,1500,146.074769,179.412493,0,8,NA,908.423608,0.539898303333333,0.814183931996307
"68","C10070",1576.305029,1,0,0,0,382.908547,0,0,0,0.416667,6,0,2500,540.022225,352.883804,0,12,NA,76.5816481346815,0.6305220116,1.5303117311669
"69","C10071",3990.523579,1,263.5,190.6,72.9,0,0.666667,0.083333,0.583333,0,0,8,6000,6876.836205,1001.607366,0.083333,12,32.9374835312582,NA,0.665087263166667,6.86580035095309
"70","C10072",1699.435486,1,1363.69,1363.69,0,0,0.333333,0.333333,0,0,0,4,1700,1623.816348,923.505868,0,12,340.922840922841,NA,0.999667932941177,1.75831730394592
"71","C10073",5487.683724,1,419.1,0,419.1,625.399386,0.916667,0,0.833333,0.333333,4,11,6250,1288.214909,2180.881868,0,12,38.0999861454596,156.350002850003,0.87802939584,0.590685322255153
"72","C10074",2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000,28232.69446,1107.030803,0.454545,12,565.408467295766,2729.64966785987,0.427203169428571,25.503079393537
"73","C10075",656.01301,1,0,0,0,1474.349901,0,0,0,0.125,3,0,7000,910.457985,140.983193,0.25,8,NA,1474.349901,0.0937161442857143,6.45791860452472
"74","C10077",1808.972419,1,713.9,503.08,210.82,0,0.5,0.1,0.4,0,0,8,2250,889.017418,622.757696,0,10,142.78,NA,0.803987741777778,1.42754946861387
"75","C10078",532.334517,0.909091,791.94,516.64,275.3,0,0.272727,0.090909,0.181818,0,0,7,6000,1305.177304,175.510344,0,11,263.980263980264,NA,0.0887224195,7.4364694083216
"76","C10079",5860.433624,1,561.87,249.5,312.37,0,0.833333,0.166667,0.75,0,0,14,6000,1990.044998,2161.428274,0,12,56.187022474809,NA,0.976738937333333,0.920708321408772
"77","C10080",1727.638449,1,606.11,606.11,0,0,1,1,0,0,0,17,11000,2959.920544,623.656993,0,12,50.5091666666667,NA,0.157058040818182,4.74607128152574
"78","C10081",578.809679,1,320,0,320,0,0.75,0,0.666667,0,0,8,1500,1438.910569,190.186542,0,12,35.5555555555556,NA,0.385873119333333,7.5657854329146
"79","C10082",1205.716678,1,0,0,0,38.325801,0,0,0,0.083333,1,0,1200,29.278671,8242.687678,0,12,NA,38.3259543038172,1.00476389833333,0.00355207817447041
"80","C10083",6593.820644,1,388.66,388.66,0,4621.93458,0.583333,0.583333,0,0.416667,7,7,7000,1624.583114,2503.40234,0,12,55.5228888702222,924.386176491059,0.941974377714286,0.648950066092852
"81","C10084",17.357563,0.909091,244.85,40.21,204.64,0,0.666667,0.166667,0.583333,0,0,13,5000,357.802082,121.523416,0.181818,12,30.6062346968826,NA,0.0034715126,2.94430566369201
"82","C10085",81.584711,0.272727,0,0,0,2985.300006,0,0,0,0.166667,5,0,9500,116.569033,164.692136,0,12,NA,1492.64701770596,0.00858786431578947,0.707799630457158
"83","C10086",3.78631,0.636364,133.05,28.2,104.85,0,0.416667,0.166667,0.25,0,0,5,12000,210.053432,99.533735,0.444444,12,26.609978712017,NA,0.000315525833333333,2.1103742565272
"84","C10087",42.46443,0.545455,396,0,396,0,0.5,0,0.416667,0,0,12,1200,725.606194,140.809454,1,12,66,NA,0.035387025,5.15310707759722
"85","C10088",1935.362486,1,4915.6,4515.34,400.26,293.844792,1,1,0.333333,0.083333,1,50,9000,4921.066897,594.756686,0,12,409.633333333333,293.845967383869,0.215040276222222,8.2740841975167
"86","C10089",134.917202,1,1247.8,1247.8,0,0,1,1,0,0,0,22,16500,1275.229436,171.357189,1,12,103.983333333333,NA,0.00817680012121212,7.44193718070387
"87","C10090",7069.950386,1,1603.78,1445.14,158.64,5626.004046,1,0.833333,1,0.75,23,23,11000,4589.873897,1876.262988,0,12,133.648333333333,625.111560666667,0.642722762363636,2.44628494318516
"88","C10092",8181.251131,1,2258.01,1318.78,939.23,5251.228934,1,0.75,1,0.75,21,60,13500,3021.575846,2074.581541,0,12,188.1675,583.469881555556,0.606018602296296,1.45647485349914
"89","C10093",4037.305658,1,45,45,0,104.238064,0.083333,0.083333,0,0.083333,1,1,4500,1073.844885,968.941265,0,12,45.00018000072,104.238480953924,0.897179035111111,1.10826623221584
"90","C10094",6110.265264,1,0,0,0,2717.253917,0,0,0,0.416667,14,0,6500,1502.205631,2864.380327,0,12,NA,543.450348639721,0.940040809846154,0.524443495453458
"91","C10095",9381.255094,1,5100.07,1147.83,3952.24,370.737197,1,0.25,0.916667,0.083333,1,46,9000,6409.496345,9827.045323,0,12,425.005833333333,370.73867995472,1.04236167711111,0.652230261928141
"92","C10096",1977.00709,1,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000,3056.424974,910.707525,0.090909,11,103.203989679601,722.652602289498,0.4942517725,3.35609939535747
"93","C10097",1321.47608,1,45.65,45.65,0,495.657934,0.083333,0.083333,0,0.083333,1,1,1800,440.840439,312.560636,0,12,45.6501826007304,495.659916639667,0.734153377777778,1.41041573450087
"94","C10098",1307.717841,1,405.6,405.6,0,0,0.166667,0.166667,0,0,0,2,2400,0,NA,0,12,202.799594400811,NA,0.54488243375,NA
"95","C10099",2329.485768,1,213.34,213.34,0,0,0.25,0.25,0,0,0,3,2400,0,NA,0,12,71.1133333333333,NA,0.97061907,NA
"96","C10100",1139.782882,1,0,0,0,120.612912,0,0,0,0.083333,1,0,1200,151.823651,2906.110765,0,12,NA,120.613394453578,0.949819068333333,0.0522428989385062
"97","C10101",1619.955708,1,739.44,739.44,0,0,0.666667,0.666667,0,0,0,11,6000,417.128532,389.138517,0,12,92.4299537850231,NA,0.269992618,1.0719281535423
"98","C10102",3505.671311,1,0,0,0,1713.984305,0,0,0,0.5,6,0,4000,0,NA,0,12,NA,285.664050833333,0.87641782775,NA
"99","C10103",4.708041,0.363636,79,0,79,0,0.25,0,0.166667,0,0,3,7000,217.820198,121.781205,1,12,26.3333333333333,NA,0.000672577285714286,1.78861917157085
"100","C10104",0,0,0,0,0,89.849004,0,0,0,0.142857,1,0,3000,138.021428,NA,0,7,NA,89.8490938490938,0,NA
"101","C10105",4.875885,0.666667,20,20,0,0,0.111111,0.111111,0,0,0,1,1500,26.487919,60.913577,0,9,20.00002000002,NA,0.00325059,0.434844254836652
"102","C10106",23.394411,0.272727,1346.28,0,1346.28,0,1,0,1,0,0,12,2000,712.149153,54.79166,0,12,112.19,NA,0.0116972055,12.9974005715468
"103","C10107",3539.801912,1,2823.8,1540.41,1283.39,0,0.916667,0.916667,0.833333,0,0,75,5700,9172.788366,2103.796148,0.083333,12,256.708997560365,NA,0.621017879298246,4.36011272989554
"104","C10108",0.62424,0.090909,389.96,0,389.96,0,1,0,1,0,0,31,4500,0,NA,0,12,32.4966666666667,NA,0.00013872,NA
"105","C10109",862.07238,1,0,0,0,920.309805,0,0,0,0.083333,1,0,4000,2236.890255,214.828158,0.083333,12,NA,920.313486253945,0.215518095,10.4124630394122
"106","C10110",2441.542991,1,808,808,0,959.857263,0.25,0.25,0,0.333333,6,4,4000,532.741699,1026.976,0,12,269.333333333333,239.964555714556,0.61038574775,0.518747954187829
"107","C10111",408.656365,1,941.64,0,941.64,0,1,0,1,0,0,12,2500,1097.78942,176.610605,0.083333,12,78.47,NA,0.163462546,6.21587486210129
"108","C10112",4986.400804,1,0,0,0,5439.467563,0,0,0,0.583333,40,0,8000,1241.538024,1439.230899,0,12,NA,777.067238752708,0.6233001005,0.862639917516112
"109","C10113",1246.624558,1,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000,577.050373,498.365419,0,12,52.9624735187632,412.40070760283,0.623312279,1.15788606311787
"110","C10114",6644.201651,1,4478.75,2721.59,1757.16,7205.520805,1,0.916667,1,0.583333,21,64,9000,10857.94321,2469.571326,0.083333,12,373.229166666667,1029.36070320612,0.738244627888889,4.39669148069789
"111","C10115",156.216753,0.818182,1354.86,585.63,769.23,0,0.916667,0.333333,0.833333,0,0,34,5500,858.976682,108.319927,0,12,123.169046120347,NA,0.028403046,7.92999686936643
"112","C10116",3393.351236,1,0,0,0,1008.348672,0,0,0,0.083333,2,0,4200,0,NA,0,12,NA,1008.35270541082,0.807940770476191,NA
"113","C10117",5322.994094,1,2812.2,857.12,1955.08,2510.352951,1,0.25,1,0.333333,8,81,8500,1509.423237,1834.031569,0,12,234.35,627.588865338865,0.626234599294118,0.823008318129992
"114","C10118",6458.56209,1,0,0,0,3360.228794,0,0,0,0.25,11,0,7000,1277.76778,2760.115734,0,12,NA,1120.07626466667,0.922651727142857,0.462939928300847
"115","C10119",175.341651,0.818182,1508.9,1252.36,256.54,0,0.666667,0.416667,0.333333,0,0,14,5000,1884.227778,136.639824,1,12,188.612405693797,NA,0.0350683302,13.7897409616101
"116","C10120",680.195157,1,1045.57,667.95,377.62,0,1,0.583333,1,0,0,25,3000,552.432305,207.720441,0,12,87.1308333333333,NA,0.226731719,2.65949899942683
"117","C10121",223.763616,0.636364,2309.78,0,2309.78,0,0.583333,0,0.5,0,0,12,6500,1206.81188,99.372848,0.333333,12,329.968759982149,NA,0.0344251716923077,12.1442819068645
"118","C10122",1785.626943,1,0,0,0,576.206382,0,0,0,0.25,10,0,1800,687.691735,2439.136113,0,12,NA,192.068794,0.992014968333333,0.281940696681407
"119","C10123",54.933231,0.272727,495,0,495,0,0.166667,0,0.166667,0,0,2,7000,1969.845566,147.049952,1,12,247.49950500099,NA,0.00784760442857143,13.3957579666534
"120","C10124",2662.629852,1,0,0,0,509.023801,0,0,0,0.333333,4,0,3000,932.418855,709.207016,0,12,NA,127.256077506078,0.887543284,1.31473439202412
"121","C10125",8504.876253,1,6724.26,4100.08,2624.18,1686.599777,1,0.916667,1,0.5,10,85,17000,1888.756861,2167.446204,0,12,560.355,281.099962833333,0.500286838411765,0.871420410580119
"122","C10126",1464.324632,1,1174.39,1174.39,0,0,0.25,0.25,0,0,0,8,9000,0,NA,0,12,391.463333333333,NA,0.162702736888889,NA
"123","C10127",2114.158683,1,5580.85,0,5580.85,0,1,0,1,0,0,75,8500,3564.977774,630.00413,0,12,465.070833333333,NA,0.248724550941176,5.65865778371961
"124","C10128",2876.396444,1,0,0,0,998.84867,0,0,0,0.166667,2,0,3200,1065.426905,1412.648089,0,12,NA,499.423336153328,0.89887388875,0.754205462277732
"125","C10130",14224.11541,1,0,0,0,4614.427403,0,0,0,0.333333,9,0,19000,3066.614272,3406.258999,0,12,NA,1153.608004358,0.748637653157895,0.900288049998631
"126","C10131",2392.917738,1,12462.44,12462.44,0,0,0.916667,0.916667,0,0,0,217,2800,11628.71557,2000.990921,0,12,1132.94867892775,NA,0.854613477857143,5.81147842699282
"127","C10132",57.453201,0.75,0,0,0,272.713302,0,0,0,0.125,1,0,1200,385.853874,84.697292,0.166667,8,NA,272.713302,0.0478776675,4.5556813551961
"128","C10133",4245.855092,1,1957.3,1077.3,880,0,0.833333,0.166667,0.583333,0,0,19,5000,1004.35474,1086.428906,0,12,195.730078292031,NA,0.8491710184,0.924455097294696
"129","C10134",11167.23403,1,150.64,150.64,0,8362.154254,0.083333,0.083333,0,0.5,14,1,17000,2606.059389,2894.077159,0,12,150.64060256241,1393.69237566667,0.656896119411765,0.900480272578662
"130","C10135",69.405545,0.090909,0,0,0,2799.714934,0,0,0,0.083333,3,0,13000,0,NA,0,12,NA,2799.72613290453,0.00533888807692308,NA
"131","C10136",116.654149,0.272727,907,907,0,273.558033,0.25,0.25,0,0.083333,1,8,5000,0,NA,0,12,302.333333333333,273.559127236509,0.0233308298,NA
"132","C10137",4637.848144,1,1271.12,351.54,919.58,0,0.833333,0.25,0.833333,0,0,33,5000,1906.032044,3572.279251,0,12,127.11205084482,NA,0.9275696288,0.533561883065675
"133","C10138",24.28497,0.636364,250.6,0,250.6,0,0.583333,0,0.5,0,0,7,3000,319.762903,173.632006,0,12,35.8000204571546,NA,0.00809499,1.84161267479683
"134","C10139",9354.06045,1,796.33,796.33,0,13748.47131,0.083333,0.083333,0,0.666667,16,1,13000,10664.65866,2600.875721,0.083333,12,796.333185332741,1718.55805447097,0.719543111538462,4.10041070932047
"135","C10140",231.108995,1,440,0,440,0,0.916667,0,0.916667,0,0,22,4000,554.116542,185.091037,0,12,39.9999854545507,NA,0.05777724875,2.99375135058539
"136","C10141",1562.633343,1,1330.62,1169.63,160.99,0,0.5,0.166667,0.25,0,0,8,2000,1020.783647,709.610053,0,12,221.77,NA,0.7813166715,1.43851350848887
"137","C10142",2494.868559,1,5491.79,1390.5,4101.29,0,1,0.5,1,0,0,52,17000,1015.311953,615.92402,0,12,457.649166666667,NA,0.146756974058824,1.64843701500714
"138","C10143",706.132889,1,897.86,714.52,183.34,586.268966,0.916667,0.333333,0.916667,0.25,3,18,1200,972.358048,184.524376,0,12,81.6236066823248,195.422988666667,0.588444074166667,5.26953711524812
"139","C10144",19043.13856,1,22009.92,9449.07,12560.85,0,1,0.75,1,0,0,216,18000,23018.57583,18621.01331,0,12,1834.16,NA,1.05795214222222,1.23616128976388
"140","C10145",2235.103331,1,720.6,720.6,0,723.308724,1,1,0,0.083333,1,12,2500,1061.292471,689.118919,0,12,60.05,723.311617246469,0.8940413324,1.54007159249099
"141","C10146",947.13081,1,197.06,148.66,48.4,0,0.333333,0.25,0.166667,0,0,5,1000,492.200419,509.384182,0,12,49.2650492650493,NA,0.94713081,0.966265613249844
"142","C10147",764.042156,0.818182,0,0,0,1307.102516,0,0,0,0.166667,3,0,7500,1566.806897,172.959728,0,12,NA,653.549950900098,0.101872287466667,9.0587960279401
"143","C10148",5347.814547,1,0,0,0,4002.353384,0,0,0,0.5,9,0,7000,0,NA,0,12,NA,667.058897333333,0.763973506714286,NA
"144","C10149",10598.46777,1,2084.48,1300.48,784,0,0.666667,0.416667,0.583333,0,0,13,21500,3219.621433,3068.125648,0,12,260.559869720065,NA,0.492951989302326,1.0493773079661
"145","C10150",2163.678757,1,5779.36,3436.53,2342.83,0,1,1,1,0,0,97,6500,4416.41268,546.439139,0,12,481.613333333333,NA,0.332873654923077,8.08216755498548
"146","C10151",3057.400553,1,1025,1025,0,0,0.083333,0.083333,0,0,0,2,7500,698.854095,819.682666,0,12,1025.0041000164,NA,0.407653407066667,0.852591037956633
"147","C10152",19.354559,0.909091,689.7,0,689.7,0,0.833333,0,0.833333,0,0,10,10000,746.691026,NA,0,12,68.970027588011,NA,0.0019354559,NA
"148","C10153",264.811595,1,28.65,28.65,0,384.26178,0.083333,0.083333,0,0.083333,1,1,9000,1235.630069,194.324456,0.083333,12,28.6501146004584,384.263317053268,0.0294235105555556,6.35859270847515
